Title,Short Intro,URL,Category,Sub-Category,Skills,Rating,Number of viewers,Duration,Level,preference,skill_vector,popularity,Cluster
Core Managers: Noticing and Challenging Microaggressions,Develop your inclusive leadership skills by learning how to recognise and challenge microaggressions in healthcare facilities.,https://www.futurelearn.com/courses/core-managers-noticing-and-challenging-microaggressions,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Helping patients recover from breast cancer treatment: a programme to prevent shoulder problems,Learn to identify patients at high risk of pain and disability after non-reconstructive breast cancer surgery and how to help them,https://www.futurelearn.com/courses/prevention-of-shoulder-problems-prosper-programme,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
PDSAFE: Physiotherapy and Falls Prevention in Parkinson's,"Discover a multi-dimensional approach to falls prevention in Parkinson’s patients, following the PDSAFE clinical trial.",https://www.futurelearn.com/courses/pdsafe-falls-prevention-in-parkinsons-the-therapists-approach-,Data Science,Design and Product, Data Cleaning,4.7,3399,1008,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Pathogen Genomics: A New Era in Global Health Surveillance and Strategy,"1,464 enrolled on this course",https://www.futurelearn.com/courses/pathogen-genomics-a-new-era-in-global-health-surveillance-and-strategy,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Working with People and Communities to Improve Health Outcomes,Learn how to engage with different people and communities to reduce inequalities and ensure inclusive access to healthcare.,https://www.futurelearn.com/courses/working-with-people-and-communities-to-improve-health-outcomes,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Food and Mood: Improving Mental Health Through Diet and Nutrition,"Explore the relationship between nutrition and brain health, why it matters, and how to work towards positive food changes.",https://www.futurelearn.com/courses/food-and-mood,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Functional Neurological Disorder: A Healthcare Professional’s Guide,"Understand the history, symptoms, and management of FND to communicate more effectively and sensitively with your patients.",https://www.futurelearn.com/courses/functional-neurological-disorder-a-healthcare-professionals-guide,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Infant Nutrition: from Breastfeeding to Baby's First Solids,Learn what good nutrition looks like for your baby as they move from milk to family foods across their first year of life.,https://www.futurelearn.com/courses/infant-nutrition,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Introduction to Nutritional Psychiatry: Nutri-Psyche,Grow your understanding of the links between diet and mental health and explore strategies to use nutrition in treatment plans.,https://www.futurelearn.com/courses/introduction-to-nutritional-psychiatry-nutri-psyche-,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Clinical Communication Skills For Healthcare Professionals,Improve your clinical relationships with patients and colleagues as you gain the key communication skills to use in healthcare.,https://www.futurelearn.com/courses/clinical-communication-skills-for-healthcare-professionals,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Mpox: Understanding the Epidemiology and the Potential Threat,Gain an understanding of monkeypox (mpox) and learn to identify its symptoms and signs to better protect yourself and others.,https://www.futurelearn.com/courses/mpox-understanding-the-epidemiology-and-the-potential-threat,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
The Foundation of Modern Dentistry,Gain an overview of oral-related diseases and treatments to deliver preventative services to your dentistry patients. ,https://www.futurelearn.com/courses/the-foundation-of-modern-dentistry,Data Science,Design and Product, Data Cleaning,4.7,3399,1176,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Agriculture and Nutrition,"The benefits of rice bran for preventing chronic diseases; the relationships of the mammary gland, and immunity in cows",https://www.futurelearn.com/courses/agriculture-and-nutrition,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Become a Pharmacy Preceptor,"Learn how to become an effective pharmacy preceptor, exploring the qualities a great preceptor needs. ",https://www.futurelearn.com/courses/pharmacy-preceptor,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Clinical Pharmacokinetics: Dosing and Monitoring,"Understanding pharmacokinetics, from basic principles to clinical applications.  ",https://www.futurelearn.com/courses/clinical-pharmacokinetic,Data Science,Design and Product, Data Cleaning,4.7,3399,1008,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Evidence-Based Medicine in Clinical Pharmacy Practice,Interpret medical literature through the principles of evidence-based medicine and apply them in clinical practice. ,https://www.futurelearn.com/courses/principles-of-evidence-based-medicine-in-clinical-pharmacy,Data Science,Design and Product, Data Cleaning,4.7,3399,1008,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Introduction to Nutrition and Food Safety,"Discover the importance of nutrition and a balanced diet, and build your understanding of food safety and what foods can harm us.",https://www.futurelearn.com/courses/nutrition-food-safety,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Nutrition and Disease Prevention,Learn about the relationship between diet and disease and discover the role a nutrient-rich diet can play in disease prevention.,https://www.futurelearn.com/courses/nutrition-disease-prevention,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Nutrition: Eating to Live Well,"Explore the importance of nutrition and learn how eating well can support humans to live longer, healthier lives.",https://www.futurelearn.com/courses/eating-while-enjoying-life,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Pharmacokinetics: Drug Dosing in Renal Disease,Build clinical pharmacy skills and explore the complexities of drug dosing in renal disease with this pharmacokinetics course.,https://www.futurelearn.com/courses/pharmacokinetics-and-dosing-regimen-in-renal-disease,Data Science,Design and Product, Data Cleaning,4.7,3399,1008,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Pharmacotherapy: Understanding Biotechnology Products,"Improve your clinical pharmacy knowledge and learn the principles, techniques and tools used to create biotechnology products.",https://www.futurelearn.com/courses/overview-and-formulation-of-biotechnology-products,Data Science,Design and Product, Data Cleaning,4.7,3399,1008,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Heart Health: A Beginner's Guide to Cardiovascular Disease,"Learn more about how your heart works, the causes of heart disease and how to keep your heart healthy.",https://www.futurelearn.com/courses/heart-health,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Introduction to Leadership for Personalised Care,"Learn the skills, behaviours, and approaches to be a leader in personalised care and advocate for health improvement.",https://www.futurelearn.com/courses/introduction-to-leadership-for-personalised-care,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Nursing in Crisis? Exploring Current Challenges,Explore the key issues affecting nurses' job satisfaction and practice today - from stress to changing roles and healthcare needs.,https://www.futurelearn.com/courses/nursing-in-crisis,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Understanding Systems Thinking in Healthcare,Consider a systems thinking approach in healthcare and better understand the building blocks of global healthcare systems.,https://www.futurelearn.com/courses/understanding-systems-thinking-in-healthcare,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
A Journey Through Transfer Medicine,Understanding the complexity and diversity of transfer medicine for critically ill patients across a global landscape.,https://www.futurelearn.com/courses/transfer-medicine,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Food and Nutrition: The Truth Behind Food Headlines,"Learn how to find reliable, scientific information about food and nutrition and identify the truth behind food headlines.  ",https://www.futurelearn.com/courses/food-and-nutrition,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
"Food for Thought: The Relationship Between Food, Gut and Brain","The gut and brain are very closely linked. Explore how neurology, the microbiome and more interact to affect health.",https://www.futurelearn.com/courses/food-for-thought,Data Science,Design and Product, Data Cleaning,4.7,3399,840,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Introduction to Food Science,"Discover the fascinating world of food science and feel empowered to make safe, healthy, and sustainable food choices.",https://www.futurelearn.com/courses/an-introduction-to-food-science,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Orthoptics: How to be a Brilliant Allied Health Professional,Explore all aspects of the orthoptic profession – from the conditions an orthoptist investigates to the exciting career prospects.,https://www.futurelearn.com/courses/orthoptics-how-to-be-a-brilliant-allied-health-profession,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Superfoods: Myths and Truths,What is a 'superfood'? What foods are 'superfoods'? What effect do they have on the body and society? Find out with this course.,https://www.futurelearn.com/courses/superfoods-myths-and-truths,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
The Human Microbiome,"Discover what the microbiome is, how it changes throughout your life, and the role it plays in good human health._x000D_
",https://www.futurelearn.com/courses/the-human-microbiome,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Understanding Mediterranean and Okinawa Diets,"Learn the principles, science and health benefits of the Mediterranean and the Okinawa diets.  ",https://www.futurelearn.com/courses/okinawa-diet,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Digital Health Essentials,"Discover digital health and learn how digital health improves efficiency, reduces medical errors, and improves health outcomes.",https://www.futurelearn.com/courses/digital-health-essentials,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Genomic Technologies in Clinical Diagnostics: Molecular Techniques,Learn how molecular genetic techniques are used to identify the genetic factors that contribute to the development of disease.,https://www.futurelearn.com/courses/molecular-techniques,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Genomic Technologies in Clinical Diagnostics: Next Generation Sequencing,"Understand new and established genomic sequencing technologies, and how to apply them in clinical practice.",https://www.futurelearn.com/courses/next-generation-sequencing,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
How to set up an Antimicrobial Stewardship Programme,Explore the importance of antimicrobial stewardship (AMS) and learn practical steps to set up an AMS programme.,https://www.futurelearn.com/courses/how-to-set-up-an-antimicrobial-stewardship-programme,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
A Guide for Nurses on Meeting the Fundamental Care Needs of Patients in Hospital with COVID-19 and other Conditions,Implement a clinical guideline to optimise patient care and enhance the wellbeing of you and your team.,https://www.futurelearn.com/courses/guide-for-nurses-on-meeting-fundamental-care-needs-of-patients-in-hospital,Data Science,Design and Product, Data Cleaning,4.7,3399,591,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Genomics in the NHS: A Clinician's Guide to Genomic Testing for Rare Disease,"Explore the practicalities of genomic testing in the NHS, when to consider genomics, and the patient pathway for rare disease.",https://www.futurelearn.com/courses/genomics-in-the-nhs-a-clinicians-guide-to-genomic-testing-for-rare-disease,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
A Beginner’s Guide to Healthy Eating,Discover how your nutritional choices can impact your health and wellbeing with the University of Adelaide.,https://www.futurelearn.com/courses/healthy-eating,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Enteral Nutrition in Preterm Infants: ESPGHAN Recommendations,Improve your clinical practice as you discover the evidence-based ESPGHAN recommendations for effective enteral nutrition.,https://www.futurelearn.com/courses/espghan-recommendation-for-enteral-nutrition-in-preterm-infants,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Non-Invasive Prenatal Testing (NIPT): An Introduction for Healthcare Professionals,Get broad insight into the key issues surrounding Non-Invasive Prenatal Testing with this course for healthcare professionals.,https://www.futurelearn.com/courses/non-invasive-prenatal-testing,Data Science,Design and Product, Data Cleaning,4.7,3399,504,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Nutrition in the Health Sector,Learn the fundamental concepts of food and nutrition and how this can be used to optimise wellbeing in the health sector.,https://www.futurelearn.com/courses/nutrition-in-the-health-sector,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Organ Donation: The Essentials for Healthcare Professionals,"Understand the key processes regarding organ donation with this course for healthcare professionals, anywhere in the world.",https://www.futurelearn.com/courses/organ-donation,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Chinese Medicine: Treatise on Febrile Diseases Caused by Cold (Shang Han Lun),Explore the Six-Meridian Syndrome Differentiation in Chinese medicine and how to apply it to preliminary diagnoses.,https://www.futurelearn.com/courses/chinese-medicine-treatise-on-febrile-diseases-caused-by-cold,Data Science,Design and Product, Data Cleaning,4.7,3399,1344,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Personalised Care: Peer Leadership Foundation - Step One,Learn what personalised care is and how the whole population can benefit in England.,https://www.futurelearn.com/courses/peer-leadership-foundation-step-1,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Health and Safety in Veterinary Services,Examine workplace safety in the context of veterinary services and ensure your facility remains compliant.,https://www.futurelearn.com/courses/health-and-safety-in-veterinary-services,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Introduction to AI Applications in Pulmonary Medicine,"Discover how AI, machine learning and deep learning have improved clinical practice in the treatment of respiratory diseases.",https://www.futurelearn.com/courses/introduction-to-ai-applications-in-pulmonary-medicine,Data Science,Design and Product, Data Cleaning,4.7,3399,672,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Veterinary Administration: Admission and Triage,Discover the administration skills veterinary practitioners must have to successfully admit animals and provide the best care.,https://www.futurelearn.com/courses/veterinary-administration-admission-triage,Data Science,Design and Product, Data Cleaning,4.7,3399,591,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Veterinary Administration: Managing a Veterinary Practice,Explore the roles within a veterinary practice to develop the skills to manage the practice with ease and without conflict.,https://www.futurelearn.com/courses/veterinary-administration-managing-a-veterinary-practice,Data Science,Design and Product, Data Cleaning,4.7,3399,591,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Careers in the Veterinary Industry,Gain insights into the different roles and responsibilities of professionals working within veterinary practices.,https://www.futurelearn.com/courses/careers-in-the-veterinary-industry,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
An Introduction to Nutrition and Healthy Living,Learn to live a healthier life as you discover how to create a balanced meal and the importance of exercise and sleep.,https://www.futurelearn.com/courses/nutrition-and-healthy-living,Data Science,Design and Product, Data Cleaning,4.7,3399,1008,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Basic First Aid for Animals and Pets,Discover the fundamentals of pet first aid and be ready to respond in an emergency whilst waiting for veterinary help.,https://www.futurelearn.com/courses/basic-first-aid-for-animals-and-pets,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
"Introduction to Sport, Health, and Rehabilitation Sciences at University","Take your first steps towards a career in sport, health, and rehabilitation sciences with the University of Hull.",https://www.futurelearn.com/courses/introduction-to-sport-health-and-exercise-sciences-at-university,Data Science,Design and Product, Data Cleaning,4.7,3399,591,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
Causes of Human Disease: Exploring Cancer and Genetic Disease,Explore how the unravelling of genetic code has led to a deeper understanding of genetic diseases and cancer.,https://www.futurelearn.com/courses/human-disease-exploring-cancer-genetic-disease,Data Science,Design and Product, Data Cleaning,4.7,3399,336,2,"data science, design and product","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1]",0.0002044181,1
